Owner,Name,Stars,URL,Created Date,Branch Count,Forks Count,Languages,Languages Proportions
immerjs,immer,26106,https://github.com/immerjs/immer,2017-12-29,30,855,"['JavaScript', 'TypeScript', 'MDX', 'HTML', 'CSS']","{'JavaScript': 0.3900315545894397, 'TypeScript': 0.2668143888927845, 'MDX': 0.23076081621204683, 'HTML': 0.10800645116050768, 'CSS': 0.004386789145221233}"
jamiebuilds,the-super-tiny-compiler,26004,https://github.com/jamiebuilds/the-super-tiny-compiler,2016-03-11,1,2820,['JavaScript'],{'JavaScript': 1.0}
facebookresearch,Detectron,25989,https://github.com/facebookresearch/Detectron,2017-10-05,2,5555,"['Python', 'CMake', 'Cython', 'C++', 'MATLAB', 'Cuda', 'Dockerfile', 'Makefile']","{'Python': 0.929779089571242, 'CMake': 0.04696137925712805, 'Cython': 0.012902976889285734, 'C++': 0.0038320353192122627, 'MATLAB': 0.002509218380541363, 'Cuda': 0.002321819314229652, 'Dockerfile': 0.0010224272588477163, 'Makefile': 0.0006710540095132585}"
termux,termux-app,25970,https://github.com/termux/termux-app,2015-10-23,8,2949,"['Java', 'C++', 'C', 'Shell', 'Makefile', 'Assembly']","{'Java': 0.9826059499390516, 'C++': 0.011740775734196239, 'C': 0.0036950913247597553, 'Shell': 0.0015229768297996289, 'Makefile': 0.0002467310582510489, 'Assembly': 0.00018847511394177343}"
helix-editor,helix,25890,https://github.com/helix-editor/helix,2020-06-01,15,1876,"['Rust', 'Scheme', 'Handlebars', 'Nix', 'CSS', 'Shell', 'Elvish', 'C++']","{'Rust': 0.831691979982784, 'Scheme': 0.1551658861119622, 'Handlebars': 0.005663763294962139, 'Nix': 0.0039005850512831737, 'CSS': 0.001491807823054814, 'Shell': 0.000948702236617499, 'Elvish': 0.0007568462671977357, 'C++': 0.0003804292321384281}"
GitbookIO,gitbook,25877,https://github.com/GitbookIO/gitbook,2014-03-31,15,3815,['JavaScript'],{'JavaScript': 1.0}
ageron,handson-ml2,25861,https://github.com/ageron/handson-ml2,2019-01-08,1,12224,"['Jupyter Notebook', 'Python', 'Dockerfile', 'Shell', 'Makefile']","{'Jupyter Notebook': 0.9996388157774072, 'Python': 0.0002330057246401988, 'Dockerfile': 9.799779997026664e-05, 'Shell': 2.233729524580941e-05, 'Makefile': 7.843402736512516e-06}"
bradtraversy,50projects50days,31463,https://github.com/bradtraversy/50projects50days,2020-11-16,1,8231,"['CSS', 'HTML', 'JavaScript']","{'CSS': 0.39285802347371535, 'HTML': 0.3124568497879475, 'JavaScript': 0.29468512673833713}"
yuzu-emu,yuzu,31392,https://github.com/yuzu-emu/yuzu,2018-01-03,2,2696,"['C++', 'Kotlin', 'CMake', 'GLSL', 'Python', 'NASL', 'Shell', 'PowerShell']","{'C++': 0.9635079300536198, 'Kotlin': 0.0221056623095942, 'CMake': 0.007274814266818883, 'GLSL': 0.0035124884599039875, 'Python': 0.001812088492985666, 'NASL': 0.000899397622342686, 'Shell': 0.0006594460770740853, 'PowerShell': 0.00022817271766074502}"
odoo,odoo,31334,https://github.com/odoo/odoo,2014-05-13,30,20456,"['JavaScript', 'Python', 'SCSS', 'CSS', 'HTML', 'Shell', 'NSIS', 'XSLT', 'Sass', 'Makefile', 'Batchfile', 'Vim Script', 'Ruby']","{'JavaScript': 0.5376791608925794, 'Python': 0.4333575524233248, 'SCSS': 0.023347111003903444, 'CSS': 0.002656437081779922, 'HTML': 0.001530199544396128, 'Shell': 0.0005968571654744573, 'NSIS': 0.00030848339734547555, 'XSLT': 0.00017789719477272656, 'Sass': 0.0001664802055597311, 'Makefile': 9.95230043696174e-05, 'Batchfile': 7.150714523071707e-05, 'Vim Script': 5.701473087916561e-06, 'Ruby': 3.089468175718333e-06}"
coreybutler,nvm-windows,31280,https://github.com/coreybutler/nvm-windows,2014-09-20,12,3045,"['Go', 'Inno Setup', 'Batchfile', 'JavaScript', 'VBScript']","{'Go': 0.6094684683216247, 'Inno Setup': 0.33914687617153755, 'Batchfile': 0.03355283532460759, 'JavaScript': 0.009641244641489136, 'VBScript': 0.008190575540740982}"
google-research,google-research,31272,https://github.com/google-research/google-research,2018-10-04,30,7655,"['Jupyter Notebook', 'Python', 'C++', 'JavaScript', 'Shell', 'Java', 'Starlark', 'R', 'MATLAB', 'Lua', 'HTML', 'Julia', 'NASL', 'ImageJ Macro', 'GLSL', 'CSS', 'Cuda', 'Gnuplot', 'C', 'Perl', 'Dockerfile', 'CMake', 'Smarty', 'Makefile', 'Rust', 'Roff']","{'Jupyter Notebook': 0.5135413171052869, 'Python': 0.43248412610394216, 'C++': 0.02931532140546814, 'JavaScript': 0.008826755479275394, 'Shell': 0.006068309785057008, 'Java': 0.0032838270401963775, 'Starlark': 0.001650126707697314, 'R': 0.0007347620669859499, 'MATLAB': 0.0006991682199491505, 'Lua': 0.0006235624438214096, 'HTML': 0.0005866350903109514, 'Julia': 0.00045787763190990475, 'NASL': 0.00043373308287926595, 'ImageJ Macro': 0.00034003068102061117, 'GLSL': 0.0002399032025161462, 'CSS': 0.00023679842229212266, 'Cuda': 7.957935602399663e-05, 'Gnuplot': 7.492555312855132e-05, 'C': 7.171974968682634e-05, 'Perl': 5.7852629337011765e-05, 'Dockerfile': 4.812072603177521e-05, 'CMake': 4.318405812676594e-05, 'Smarty': 4.018030112044379e-05, 'Makefile': 3.7957790331012605e-05, 'Rust': 1.6089631139245763e-05, 'Roff': 8.135736465554157e-06}"
Stability-AI,stablediffusion,31195,https://github.com/Stability-AI/stablediffusion,2022-11-23,6,4128,['Python'],{'Python': 1.0}
Kong,insomnia,31010,https://github.com/Kong/insomnia,2016-04-23,6,1758,"['JavaScript', 'TypeScript', 'CSS', 'Shell', 'HTML', 'Dockerfile', 'Nix']","{'JavaScript': 0.5779656397686621, 'TypeScript': 0.40944302703908325, 'CSS': 0.011322362030398074, 'Shell': 0.0006373104296238689, 'HTML': 0.0005039284433892338, 'Dockerfile': 9.788714827716777e-05, 'Nix': 2.9845140566313383e-05}"
huihut,interview,30925,https://github.com/huihut/interview,2018-02-09,1,7649,"['C++', 'C', 'CMake']","{'C++': 0.9029909756128174, 'C': 0.08499742698279217, 'CMake': 0.012011597404390445}"
jesseduffield,lazydocker,30881,https://github.com/jesseduffield/lazydocker,2019-05-18,8,1065,"['Go', 'Shell', 'Dockerfile']","{'Go': 0.9834091188398673, 'Shell': 0.010270146468991253, 'Dockerfile': 0.006320734691141475}"
tmux,tmux,30812,https://github.com/tmux/tmux,2015-06-03,1,1976,"['C', 'Roff', 'Shell', 'Yacc', 'M4', 'Awk', 'Makefile', 'Perl']","{'C': 0.8739308026527145, 'Roff': 0.06933947986681976, 'Shell': 0.02753448416683082, 'Yacc': 0.014283323484146012, 'M4': 0.00874695916350772, 'Awk': 0.0034464148157401222, 'Makefile': 0.002053915892744752, 'Perl': 0.0006646199574963526}"
markedjs,marked,30807,https://github.com/markedjs/marked,2011-07-24,1,3369,"['TypeScript', 'JavaScript', 'HTML']","{'TypeScript': 0.35301166515859234, 'JavaScript': 0.3253562607210109, 'HTML': 0.32163207412039674}"
xkcoding,spring-boot-demo,30766,https://github.com/xkcoding/spring-boot-demo,2017-11-10,10,10506,"['Java', 'HTML', 'TSQL', 'PLpgSQL', 'Lua', 'FreeMarker', 'Dockerfile']","{'Java': 0.8676204074131667, 'HTML': 0.08877705367618993, 'TSQL': 0.027881366714259462, 'PLpgSQL': 0.012697380511457612, 'Lua': 0.0012016002488019339, 'FreeMarker': 0.0011450543547406665, 'Dockerfile': 0.0006771370813836781}"
bayandin,awesome-awesomeness,30681,https://github.com/bayandin/awesome-awesomeness,2014-07-08,1,3556,['Ruby'],{'Ruby': 1.0}
novuhq,novu,30668,https://github.com/novuhq/novu,2021-08-26,30,3400,"['TypeScript', 'Python', 'JavaScript', 'HTML', 'Handlebars', 'Shell', 'Dockerfile', 'MDX', 'Vue', 'Smarty', 'EJS']","{'TypeScript': 0.9235950444218146, 'Python': 0.03597319606386416, 'JavaScript': 0.015540774617189385, 'HTML': 0.010880970426093173, 'Handlebars': 0.003072497059972568, 'Shell': 0.0027686401730736897, 'Dockerfile': 0.002279508753057487, 'MDX': 0.0018790230477195016, 'Vue': 0.001495834067196778, 'Smarty': 0.0014120114777074321, 'EJS': 0.0011024998923112566}"
WerWolv,ImHex,30557,https://github.com/WerWolv/ImHex,2020-11-10,8,1514,"['C++', 'CMake', 'C#', 'Objective-C', 'GLSL', 'GDB']","{'C++': 0.952478050483887, 'CMake': 0.04263031565860061, 'C#': 0.0031499666152464715, 'Objective-C': 0.0008605208021550434, 'GLSL': 0.0007737012563411845, 'GDB': 0.00010744518376963753}"
typicode,husky,30451,https://github.com/typicode/husky,2014-06-23,10,1047,"['JavaScript', 'Shell']","{'JavaScript': 0.9832626645837983, 'Shell': 0.016737335416201742}"
hasura,graphql-engine,30437,https://github.com/hasura/graphql-engine,2018-06-18,30,2730,"['TypeScript', 'Haskell', 'JavaScript', 'Go', 'Python', 'C', 'CSS', 'Shell', 'SCSS', 'MDX', 'C++', 'Makefile', 'PLpgSQL', 'HTML', 'Nix', 'Dockerfile', 'Java', 'HCL', 'Roff', 'TSQL', 'Ruby', 'Procfile']","{'TypeScript': 0.4920779448980447, 'Haskell': 0.30959622456745045, 'JavaScript': 0.07242813665244897, 'Go': 0.04353728564809112, 'Python': 0.03067151248045093, 'C': 0.018540365349513283, 'CSS': 0.010087726154825501, 'Shell': 0.0064106877207770726, 'SCSS': 0.006350438130518059, 'MDX': 0.0036577473094040014, 'C++': 0.00170115202719392, 'Makefile': 0.0014373920150376974, 'PLpgSQL': 0.0013059184670153035, 'HTML': 0.00097587452577288, 'Nix': 0.0003540562325340284, 'Dockerfile': 0.0002676057306833936, 'Java': 0.0001639901924797756, 'HCL': 0.00014488666386106388, 'Roff': 0.00012275033282661564, 'TSQL': 0.0001007077998050252, 'Ruby': 6.587747103048373e-05, 'Procfile': 1.7196302357269128e-06}"
laravel,framework,30425,https://github.com/laravel/framework,2013-01-10,25,10345,"['PHP', 'Blade', 'Shell', 'CSS', 'Hack']","{'PHP': 0.9955186063630241, 'Blade': 0.0034750825155986484, 'Shell': 0.0005879932150748902, 'CSS': 0.00040170694578182487, 'Hack': 1.6610960520530103e-05}"
harness,gitness,30421,https://github.com/harness/gitness,2014-02-07,20,2751,"['Go', 'TypeScript', 'SCSS', 'JavaScript', 'Shell', 'Makefile', 'Dockerfile', 'HTML']","{'Go': 0.620668631259151, 'TypeScript': 0.31438628762837867, 'SCSS': 0.049743906606023375, 'JavaScript': 0.011295595335258386, 'Shell': 0.0021116861089915074, 'Makefile': 0.001016229575821526, 'Dockerfile': 0.0006506347893979282, 'HTML': 0.00012702869697769076}"
jgm,pandoc,30421,https://github.com/jgm/pandoc,2010-03-20,30,3222,"['Haskell', 'Rich Text Format', 'Lua', 'HTML', 'Roff', 'Jupyter Notebook', 'Typst', 'Makefile', 'Shell', 'TeX', 'Nix', 'CSS', 'Perl', 'Smarty', 'Emacs Lisp']","{'Haskell': 0.8787777815845863, 'Rich Text Format': 0.058142058000982155, 'Lua': 0.01991319133041911, 'HTML': 0.014269709695023135, 'Roff': 0.008046921377984063, 'Jupyter Notebook': 0.007485529089279288, 'Typst': 0.003853609850945533, 'Makefile': 0.0023960500555010285, 'Shell': 0.0023602212696243775, 'TeX': 0.0011462972181410995, 'Nix': 0.0009225912363237605, 'CSS': 0.0008603387208630796, 'Perl': 0.0007127689090336238, 'Smarty': 0.0006164790469901244, 'Emacs Lisp': 0.000496452614303344}"
byoungd,English-level-up-tips,30398,https://github.com/byoungd/English-level-up-tips,2017-05-30,2,3598,['HTML'],{'HTML': 1.0}
beego,beego,30317,https://github.com/beego/beego,2012-02-29,7,5682,"['Go', 'Makefile', 'Shell', 'Smarty']","{'Go': 0.997884718225848, 'Makefile': 0.0016183962396915197, 'Shell': 0.0003025697317684145, 'Smarty': 0.0001943158026920587}"
geekan,MetaGPT,30299,https://github.com/geekan/MetaGPT,2023-06-30,7,3526,"['Python', 'Dockerfile', 'Shell']","{'Python': 0.9977348059227786, 'Dockerfile': 0.0017843659559064159, 'Shell': 0.0004808281213149461}"
mqyqingfeng,Blog,29992,https://github.com/mqyqingfeng/Blog,2017-03-13,2,4726,[],{}
httpie,cli,29968,https://github.com/httpie/cli,2012-02-25,10,3826,"['Python', 'Roff', 'Shell', 'Makefile', 'Dockerfile']","{'Python': 0.9245096293729961, 'Roff': 0.05077655716432729, 'Shell': 0.012236609742131374, 'Makefile': 0.010635857805750838, 'Dockerfile': 0.0018413459147944445}"
rapid7,metasploit-framework,31527,https://github.com/rapid7/metasploit-framework,2011-08-30,8,13583,"['Ruby', 'PowerShell', 'C', 'Python', 'HTML', 'JavaScript', 'Assembly', 'Rich Text Format', 'Go', 'Makefile', 'Java', 'Shell', 'Objective-C', 'Dockerfile', 'Smarty', 'CSS', 'PostScript', 'Batchfile', 'VBScript', 'C++', 'PHP', 'Mustache', 'ActionScript', 'DIGITAL Command Language']","{'Ruby': 0.9423347660820125, 'PowerShell': 0.03173478237362298, 'C': 0.013473051022557228, 'Python': 0.0053558380815309885, 'HTML': 0.002049269349907695, 'JavaScript': 0.0013322675808568173, 'Assembly': 0.0008649519488717806, 'Rich Text Format': 0.000851879859927255, 'Go': 0.00037613434726244474, 'Makefile': 0.00026095677205688095, 'Java': 0.0002471687206436623, 'Shell': 0.000209315092056953, 'Objective-C': 0.00014751136411428434, 'Dockerfile': 0.00012566296103739175, 'Smarty': 0.0001232379268692377, 'CSS': 0.0001225912510910633, 'PostScript': 0.00011570877316620707, 'Batchfile': 7.335150969578316e-05, 'VBScript': 5.455172100171279e-05, 'C++': 4.9309028085798815e-05, 'PHP': 4.526730447220875e-05, 'Mustache': 3.6167652450754544e-05, 'ActionScript': 1.4688778389961615e-05, 'DIGITAL Command Language': 1.5704983184235689e-06}"
ClickHouse,ClickHouse,31525,https://github.com/ClickHouse/ClickHouse,2016-06-02,30,6211,"['C++', 'Python', 'Assembly', 'Shell', 'C', 'CMake', 'Jinja', 'Go', 'HTML', 'Clojure', 'Dockerfile', 'ANTLR', 'Java', 'JavaScript', 'Perl', 'Rust', ""Cap'n Proto"", 'C#', 'Makefile', 'GAP', 'PHP', 'CSS', 'DIGITAL Command Language', 'Vim Script']","{'C++': 0.830411015024781, 'Python': 0.05536610665014927, 'Assembly': 0.05015595897912326, 'Shell': 0.027337797140032743, 'C': 0.019007136890667974, 'CMake': 0.008077821693611657, 'Jinja': 0.0037031855822592112, 'Go': 0.002754902571690492, 'HTML': 0.0011084065764151215, 'Clojure': 0.0006856725696816672, 'Dockerfile': 0.0005174997595224175, 'ANTLR': 0.0003368172957814177, 'Java': 0.00014186152237992918, 'JavaScript': 0.00010266118988564156, 'Perl': 7.153060933302393e-05, 'Rust': 6.224065347641274e-05, ""Cap'n Proto"": 4.9259324431744115e-05, 'C#': 4.3609472691134e-05, 'Makefile': 2.3768341805325326e-05, 'GAP': 1.4652700793705733e-05, 'PHP': 1.3401735435530716e-05, 'CSS': 1.1289449666808966e-05, 'DIGITAL Command Language': 2.3583773145922452e-06, 'Vim Script': 1.0458890699496045e-06}"
carbon-language,carbon-lang,31506,https://github.com/carbon-language/carbon-lang,2020-04-27,2,1475,"['C++', 'Starlark', 'Python', 'JavaScript', 'C', 'Shell', 'Vim Script', 'Dockerfile', 'Scheme', 'HTML', 'Yacc', 'Lua', 'Lex', 'Makefile', 'GDB']","{'C++': 0.8799599083599324, 'Starlark': 0.0498110519572427, 'Python': 0.0470806362146205, 'JavaScript': 0.009394921512110927, 'C': 0.005065180937186562, 'Shell': 0.003353423035472278, 'Vim Script': 0.0019391146465065159, 'Dockerfile': 0.0008247463762572668, 'Scheme': 0.0007222757307171059, 'HTML': 0.0007119575059925759, 'Yacc': 0.00046716651942441383, 'Lua': 0.00026258102919666214, 'Lex': 0.0001718518117913114, 'Makefile': 0.00012915570948291105, 'GDB': 0.00010602865406586087}"
fxsjy,jieba,31472,https://github.com/fxsjy/jieba,2012-09-29,2,6737,"['Python', 'OpenEdge ABL']","{'Python': 0.5204984039532838, 'OpenEdge ABL': 0.47950159604671616}"
bradtraversy,50projects50days,31463,https://github.com/bradtraversy/50projects50days,2020-11-16,1,8231,"['CSS', 'HTML', 'JavaScript']","{'CSS': 0.39285802347371535, 'HTML': 0.3124568497879475, 'JavaScript': 0.29468512673833713}"
yuzu-emu,yuzu,31392,https://github.com/yuzu-emu/yuzu,2018-01-03,2,2696,"['C++', 'Kotlin', 'CMake', 'GLSL', 'Python', 'NASL', 'Shell', 'PowerShell']","{'C++': 0.9635079300536198, 'Kotlin': 0.0221056623095942, 'CMake': 0.007274814266818883, 'GLSL': 0.0035124884599039875, 'Python': 0.001812088492985666, 'NASL': 0.000899397622342686, 'Shell': 0.0006594460770740853, 'PowerShell': 0.00022817271766074502}"
Trinea,android-open-project,31356,https://github.com/Trinea/android-open-project,2014-01-05,1,11998,[],{}
google,googletest,31340,https://github.com/google/googletest,2015-07-28,6,9928,"['C++', 'Python', 'CMake', 'C', 'Starlark', 'Shell', 'Batchfile']","{'C++': 0.9013355309317223, 'Python': 0.06852039456456, 'CMake': 0.010152228013663837, 'C': 0.009397824214291505, 'Starlark': 0.008029282648595969, 'Shell': 0.002108947923100387, 'Batchfile': 0.0004557917040660819}"
odoo,odoo,31334,https://github.com/odoo/odoo,2014-05-13,30,20456,"['JavaScript', 'Python', 'SCSS', 'CSS', 'HTML', 'Shell', 'NSIS', 'XSLT', 'Sass', 'Makefile', 'Batchfile', 'Vim Script', 'Ruby']","{'JavaScript': 0.5376791608925794, 'Python': 0.4333575524233248, 'SCSS': 0.023347111003903444, 'CSS': 0.002656437081779922, 'HTML': 0.001530199544396128, 'Shell': 0.0005968571654744573, 'NSIS': 0.00030848339734547555, 'XSLT': 0.00017789719477272656, 'Sass': 0.0001664802055597311, 'Makefile': 9.95230043696174e-05, 'Batchfile': 7.150714523071707e-05, 'Vim Script': 5.701473087916561e-06, 'Ruby': 3.089468175718333e-06}"
google-research,google-research,31272,https://github.com/google-research/google-research,2018-10-04,30,7655,"['Jupyter Notebook', 'Python', 'C++', 'JavaScript', 'Shell', 'Java', 'Starlark', 'R', 'MATLAB', 'Lua', 'HTML', 'Julia', 'NASL', 'ImageJ Macro', 'GLSL', 'CSS', 'Cuda', 'Gnuplot', 'C', 'Perl', 'Dockerfile', 'CMake', 'Smarty', 'Makefile', 'Rust', 'Roff']","{'Jupyter Notebook': 0.5135413171052869, 'Python': 0.43248412610394216, 'C++': 0.02931532140546814, 'JavaScript': 0.008826755479275394, 'Shell': 0.006068309785057008, 'Java': 0.0032838270401963775, 'Starlark': 0.001650126707697314, 'R': 0.0007347620669859499, 'MATLAB': 0.0006991682199491505, 'Lua': 0.0006235624438214096, 'HTML': 0.0005866350903109514, 'Julia': 0.00045787763190990475, 'NASL': 0.00043373308287926595, 'ImageJ Macro': 0.00034003068102061117, 'GLSL': 0.0002399032025161462, 'CSS': 0.00023679842229212266, 'Cuda': 7.957935602399663e-05, 'Gnuplot': 7.492555312855132e-05, 'C': 7.171974968682634e-05, 'Perl': 5.7852629337011765e-05, 'Dockerfile': 4.812072603177521e-05, 'CMake': 4.318405812676594e-05, 'Smarty': 4.018030112044379e-05, 'Makefile': 3.7957790331012605e-05, 'Rust': 1.6089631139245763e-05, 'Roff': 8.135736465554157e-06}"
Stability-AI,stablediffusion,31195,https://github.com/Stability-AI/stablediffusion,2022-11-23,6,4128,['Python'],{'Python': 1.0}
atlassian,react-beautiful-dnd,31194,https://github.com/atlassian/react-beautiful-dnd,2017-08-09,30,2479,"['JavaScript', 'HTML']","{'JavaScript': 0.9998847976609953, 'HTML': 0.00011520233900473124}"
Kong,insomnia,31010,https://github.com/Kong/insomnia,2016-04-23,6,1758,"['JavaScript', 'TypeScript', 'CSS', 'Shell', 'HTML', 'Dockerfile', 'Nix']","{'JavaScript': 0.5779656397686621, 'TypeScript': 0.40944302703908325, 'CSS': 0.011322362030398074, 'Shell': 0.0006373104296238689, 'HTML': 0.0005039284433892338, 'Dockerfile': 9.788714827716777e-05, 'Nix': 2.9845140566313383e-05}"
blueimp,jQuery-File-Upload,30993,https://github.com/blueimp/jQuery-File-Upload,2010-12-01,5,8152,"['PHP', 'JavaScript', 'HTML', 'Python', 'CSS', 'Dockerfile']","{'PHP': 0.4211807158142072, 'JavaScript': 0.36231975272381434, 'HTML': 0.13635155736443866, 'Python': 0.052965775745115316, 'CSS': 0.019168100253150393, 'Dockerfile': 0.008014098099274116}"
huihut,interview,30925,https://github.com/huihut/interview,2018-02-09,1,7649,"['C++', 'C', 'CMake']","{'C++': 0.9029909756128174, 'C': 0.08499742698279217, 'CMake': 0.012011597404390445}"
jesseduffield,lazydocker,30881,https://github.com/jesseduffield/lazydocker,2019-05-18,8,1065,"['Go', 'Shell', 'Dockerfile']","{'Go': 0.9834091188398673, 'Shell': 0.010270146468991253, 'Dockerfile': 0.006320734691141475}"
halfrost,LeetCode-Go,30823,https://github.com/halfrost/LeetCode-Go,2017-07-18,4,5568,"['Go', 'HTML', 'SCSS', 'CSS', 'JavaScript', 'Python', 'Shell']","{'Go': 0.9226281685122645, 'HTML': 0.0541234482745504, 'SCSS': 0.013234163223670988, 'CSS': 0.0035692617460727025, 'JavaScript': 0.003200924077428255, 'Python': 0.003062718205200218, 'Shell': 0.00018131596081292947}"
tmux,tmux,30812,https://github.com/tmux/tmux,2015-06-03,1,1976,"['C', 'Roff', 'Shell', 'Yacc', 'M4', 'Awk', 'Makefile', 'Perl']","{'C': 0.8739308026527145, 'Roff': 0.06933947986681976, 'Shell': 0.02753448416683082, 'Yacc': 0.014283323484146012, 'M4': 0.00874695916350772, 'Awk': 0.0034464148157401222, 'Makefile': 0.002053915892744752, 'Perl': 0.0006646199574963526}"
markedjs,marked,30807,https://github.com/markedjs/marked,2011-07-24,1,3369,"['TypeScript', 'JavaScript', 'HTML']","{'TypeScript': 0.35301166515859234, 'JavaScript': 0.3253562607210109, 'HTML': 0.32163207412039674}"
docker,compose,30792,https://github.com/docker/compose,2013-12-09,23,5064,"['Go', 'Dockerfile', 'Makefile', 'HCL', 'HTML', 'Shell']","{'Go': 0.9665826598861194, 'Dockerfile': 0.022851130126931674, 'Makefile': 0.005857972822092069, 'HCL': 0.0033045524388754235, 'HTML': 0.0007029138780487282, 'Shell': 0.000700770847932726}"
xkcoding,spring-boot-demo,30766,https://github.com/xkcoding/spring-boot-demo,2017-11-10,10,10506,"['Java', 'HTML', 'TSQL', 'PLpgSQL', 'Lua', 'FreeMarker', 'Dockerfile']","{'Java': 0.8676204074131667, 'HTML': 0.08877705367618993, 'TSQL': 0.027881366714259462, 'PLpgSQL': 0.012697380511457612, 'Lua': 0.0012016002488019339, 'FreeMarker': 0.0011450543547406665, 'Dockerfile': 0.0006771370813836781}"
bayandin,awesome-awesomeness,30681,https://github.com/bayandin/awesome-awesomeness,2014-07-08,1,3556,['Ruby'],{'Ruby': 1.0}
hankcs,HanLP,30675,https://github.com/hankcs/HanLP,2014-10-09,6,8906,"['Python', 'Jupyter Notebook', 'Java']","{'Python': 0.7948195518200138, 'Jupyter Notebook': 0.1908441951467387, 'Java': 0.014336253033247433}"
novuhq,novu,30669,https://github.com/novuhq/novu,2021-08-26,30,3400,"['TypeScript', 'Python', 'JavaScript', 'HTML', 'Handlebars', 'Shell', 'Dockerfile', 'MDX', 'Vue', 'Smarty', 'EJS']","{'TypeScript': 0.9235950444218146, 'Python': 0.03597319606386416, 'JavaScript': 0.015540774617189385, 'HTML': 0.010880970426093173, 'Handlebars': 0.003072497059972568, 'Shell': 0.0027686401730736897, 'Dockerfile': 0.002279508753057487, 'MDX': 0.0018790230477195016, 'Vue': 0.001495834067196778, 'Smarty': 0.0014120114777074321, 'EJS': 0.0011024998923112566}"
WerWolv,ImHex,30557,https://github.com/WerWolv/ImHex,2020-11-10,8,1514,"['C++', 'CMake', 'C#', 'Objective-C', 'GLSL', 'GDB']","{'C++': 0.952478050483887, 'CMake': 0.04263031565860061, 'C#': 0.0031499666152464715, 'Objective-C': 0.0008605208021550434, 'GLSL': 0.0007737012563411845, 'GDB': 0.00010744518376963753}"
qishibo,AnotherRedisDesktopManager,27336,https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08,30,2416,"['JavaScript', 'SCSS', 'HTML']","{'JavaScript': 0.9261969517313852, 'SCSS': 0.07178590049945545, 'HTML': 0.0020171477691593807}"
alibaba,druid,27311,https://github.com/alibaba/druid,2011-11-03,16,8515,"['Java', 'HTML', 'CSS', 'TSQL', 'JavaScript', 'PLSQL', 'SCSS', 'Batchfile', 'Shell', 'Dockerfile']","{'Java': 0.9638765660616558, 'HTML': 0.013875382428910593, 'CSS': 0.009882201662537156, 'TSQL': 0.008342630273402188, 'JavaScript': 0.003086970787660907, 'PLSQL': 0.0004907124441110781, 'SCSS': 0.00037310367651420816, 'Batchfile': 3.876279349022739e-05, 'Shell': 2.16449175328642e-05, 'Dockerfile': 1.2024954184924555e-05}"
OAI,OpenAPI-Specification,27301,https://github.com/OAI/OpenAPI-Specification,2014-03-03,13,9190,"['JavaScript', 'Shell', 'CSS', 'HTML']","{'JavaScript': 0.7020418894049602, 'Shell': 0.17798615371133117, 'CSS': 0.09057050214705109, 'HTML': 0.02940145473665761}"
ZuzooVn,machine-learning-for-software-engineers,27281,https://github.com/ZuzooVn/machine-learning-for-software-engineers,2016-10-09,2,6205,[],{}
hashicorp,consul,27254,https://github.com/hashicorp/consul,2013-11-04,30,4421,"['Go', 'MDX', 'SCSS', 'JavaScript', 'Handlebars', 'Shell', 'Gherkin', 'HCL', 'Makefile', 'Dockerfile', 'HTML']","{'Go': 0.6480146313454721, 'MDX': 0.16446918542722727, 'SCSS': 0.0999220407235472, 'JavaScript': 0.043114671384065564, 'Handlebars': 0.018508325389000133, 'Shell': 0.015493735198009827, 'Gherkin': 0.006853668944824788, 'HCL': 0.0022163884433920754, 'Makefile': 0.0008886114747869589, 'Dockerfile': 0.000468640561408294, 'HTML': 5.0101108265794706e-05}"
reworkd,AgentGPT,27252,https://github.com/reworkd/AgentGPT,2023-04-07,30,8984,"['TypeScript', 'Python', 'JavaScript', 'MDX', 'CSS', 'Shell', 'Dockerfile', 'Batchfile']","{'TypeScript': 0.5642270445672565, 'Python': 0.32005357535195794, 'JavaScript': 0.05231835927597221, 'MDX': 0.04694392333823455, 'CSS': 0.008725008027852423, 'Shell': 0.004035052138788893, 'Dockerfile': 0.0034202876506278625, 'Batchfile': 0.0002767496493096047}"
python-poetry,poetry,27241,https://github.com/python-poetry/poetry,2018-02-28,12,2126,"['Python', 'HTML']","{'Python': 0.8717681241479774, 'HTML': 0.1282318758520226}"
GoogleChrome,lighthouse,27237,https://github.com/GoogleChrome/lighthouse,2016-03-08,30,9540,"['JavaScript', 'CSS', 'TypeScript', 'HTML', 'Shell', 'Handlebars', 'Python']","{'JavaScript': 0.9486899249385007, 'CSS': 0.017440529475055002, 'TypeScript': 0.016114003550100068, 'HTML': 0.00884817440230708, 'Shell': 0.008367719559273712, 'Handlebars': 0.00029335194652367673, 'Python': 0.0002462961282398024}"
jobbole,awesome-python-cn,27189,https://github.com/jobbole/awesome-python-cn,2015-11-03,2,7843,['Makefile'],{'Makefile': 1.0}
jashkenas,underscore,27094,https://github.com/jashkenas/underscore,2009-10-25,7,5627,"['JavaScript', 'HTML']","{'JavaScript': 0.6601403659501505, 'HTML': 0.33985963404984953}"
cheeriojs,cheerio,27074,https://github.com/cheeriojs/cheerio,2011-10-09,10,1664,"['TypeScript', 'HTML', 'JavaScript', 'CSS']","{'TypeScript': 0.7374457443958203, 'HTML': 0.2413396445476467, 'JavaScript': 0.01676520496561579, 'CSS': 0.00444940609091721}"
